NodeID,PackageID,DeliverableID,DeliverableName,DeliverableType,ScopeItems,Objectives,ContextEnvelope,LifecycleState,ExecutionPath,ContextPath,DependenciesPath,HasFourDocumentKit,HasSemanticMatrix,HasSemanticLensing,HasReview,SourceRegister,Notes
DEL-14-04,PKG-14,DEL-14-04,Analysis-run comparison engine,BACKEND_FEATURE_SLICE,"SOW-073,SOW-072",OBJ-016,L,MISSING_CONTROL_SURFACE,"execution/PKG-14_Model States, Analysis Runs, and Comparison/1_Working/DEL-14-04_Analysis-run comparison engine","execution/PKG-14_Model States, Analysis Runs, and Comparison/1_Working/DEL-14-04_Analysis-run comparison engine/_CONTEXT.md","execution/PKG-14_Model States, Analysis Runs, and Comparison/1_Working/DEL-14-04_Analysis-run comparison engine/_DEPENDENCIES.md",FALSE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,REV05_NODE_ADDED_ABSENT_FROM_DAG001; CONTROL_SURFACE_MISSING_PROPOSED_PATH_ONLY
DEL-14-05,PKG-14,DEL-14-05,"Comparison mapping, tolerance, and export contracts",API_CONTRACT,SOW-073,OBJ-016,M,MISSING_CONTROL_SURFACE,"execution/PKG-14_Model States, Analysis Runs, and Comparison/1_Working/DEL-14-05_Comparison mapping, tolerance, and export contracts","execution/PKG-14_Model States, Analysis Runs, and Comparison/1_Working/DEL-14-05_Comparison mapping, tolerance, and export contracts/_CONTEXT.md","execution/PKG-14_Model States, Analysis Runs, and Comparison/1_Working/DEL-14-05_Comparison mapping, tolerance, and export contracts/_DEPENDENCIES.md",FALSE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,REV05_NODE_ADDED_ABSENT_FROM_DAG001; CONTROL_SURFACE_MISSING_PROPOSED_PATH_ONLY
DEL-15-01,PKG-15,DEL-15-01,Canonical handoff package schema and manifest,API_CONTRACT,SOW-074,OBJ-017,M,MISSING_CONTROL_SURFACE,execution/PKG-15_Handoff and External Prover Workflow/1_Working/DEL-15-01_Canonical handoff package schema and manifest,execution/PKG-15_Handoff and External Prover Workflow/1_Working/DEL-15-01_Canonical handoff package schema and manifest/_CONTEXT.md,execution/PKG-15_Handoff and External Prover Workflow/1_Working/DEL-15-01_Canonical handoff package schema and manifest/_DEPENDENCIES.md,FALSE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,REV05_NODE_ADDED_ABSENT_FROM_DAG001; CONTROL_SURFACE_MISSING_PROPOSED_PATH_ONLY
DEL-15-02,PKG-15,DEL-15-02,Target mapping and unsupported-behavior contract,API_CONTRACT,SOW-074,OBJ-017,M,MISSING_CONTROL_SURFACE,execution/PKG-15_Handoff and External Prover Workflow/1_Working/DEL-15-02_Target mapping and unsupported-behavior contract,execution/PKG-15_Handoff and External Prover Workflow/1_Working/DEL-15-02_Target mapping and unsupported-behavior contract/_CONTEXT.md,execution/PKG-15_Handoff and External Prover Workflow/1_Working/DEL-15-02_Target mapping and unsupported-behavior contract/_DEPENDENCIES.md,FALSE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,REV05_NODE_ADDED_ABSENT_FROM_DAG001; CONTROL_SURFACE_MISSING_PROPOSED_PATH_ONLY
DEL-15-03,PKG-15,DEL-15-03,Downstream modeling export workflow,BACKEND_FEATURE_SLICE,SOW-074,OBJ-017,L,MISSING_CONTROL_SURFACE,execution/PKG-15_Handoff and External Prover Workflow/1_Working/DEL-15-03_Downstream modeling export workflow,execution/PKG-15_Handoff and External Prover Workflow/1_Working/DEL-15-03_Downstream modeling export workflow/_CONTEXT.md,execution/PKG-15_Handoff and External Prover Workflow/1_Working/DEL-15-03_Downstream modeling export workflow/_DEPENDENCIES.md,FALSE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,REV05_NODE_ADDED_ABSENT_FROM_DAG001; CONTROL_SURFACE_MISSING_PROPOSED_PATH_ONLY
DEL-15-04,PKG-15,DEL-15-04,External prover boundary metadata,DATA_MODEL_CHANGE,SOW-075,"OBJ-017,OBJ-018",M,MISSING_CONTROL_SURFACE,execution/PKG-15_Handoff and External Prover Workflow/1_Working/DEL-15-04_External prover boundary metadata,execution/PKG-15_Handoff and External Prover Workflow/1_Working/DEL-15-04_External prover boundary metadata/_CONTEXT.md,execution/PKG-15_Handoff and External Prover Workflow/1_Working/DEL-15-04_External prover boundary metadata/_DEPENDENCIES.md,FALSE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,REV05_NODE_ADDED_ABSENT_FROM_DAG001; CONTROL_SURFACE_MISSING_PROPOSED_PATH_ONLY
DEL-16-01,PKG-16,DEL-16-01,Structured model operation schema,DATA_MODEL_CHANGE,SOW-069,OBJ-015,M,MISSING_CONTROL_SURFACE,execution/PKG-16_Model Operation and Agent Proposal Framework/1_Working/DEL-16-01_Structured model operation schema,execution/PKG-16_Model Operation and Agent Proposal Framework/1_Working/DEL-16-01_Structured model operation schema/_CONTEXT.md,execution/PKG-16_Model Operation and Agent Proposal Framework/1_Working/DEL-16-01_Structured model operation schema/_DEPENDENCIES.md,FALSE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,REV05_NODE_ADDED_ABSENT_FROM_DAG001; CONTROL_SURFACE_MISSING_PROPOSED_PATH_ONLY
DEL-16-02,PKG-16,DEL-16-02,Operation validation and diff preview,BACKEND_FEATURE_SLICE,SOW-069,OBJ-015,M,MISSING_CONTROL_SURFACE,execution/PKG-16_Model Operation and Agent Proposal Framework/1_Working/DEL-16-02_Operation validation and diff preview,execution/PKG-16_Model Operation and Agent Proposal Framework/1_Working/DEL-16-02_Operation validation and diff preview/_CONTEXT.md,execution/PKG-16_Model Operation and Agent Proposal Framework/1_Working/DEL-16-02_Operation validation and diff preview/_DEPENDENCIES.md,FALSE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,REV05_NODE_ADDED_ABSENT_FROM_DAG001; CONTROL_SURFACE_MISSING_PROPOSED_PATH_ONLY
DEL-16-03,PKG-16,DEL-16-03,User acceptance and operation audit trail,BACKEND_FEATURE_SLICE,"SOW-069,SOW-070",OBJ-015,M,MISSING_CONTROL_SURFACE,execution/PKG-16_Model Operation and Agent Proposal Framework/1_Working/DEL-16-03_User acceptance and operation audit trail,execution/PKG-16_Model Operation and Agent Proposal Framework/1_Working/DEL-16-03_User acceptance and operation audit trail/_CONTEXT.md,execution/PKG-16_Model Operation and Agent Proposal Framework/1_Working/DEL-16-03_User acceptance and operation audit trail/_DEPENDENCIES.md,FALSE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,REV05_NODE_ADDED_ABSENT_FROM_DAG001; CONTROL_SURFACE_MISSING_PROPOSED_PATH_ONLY
DEL-16-04,PKG-16,DEL-16-04,Agent rationale and professional-boundary controls,SECURITY_CONTROL,SOW-070,"OBJ-015,OBJ-018",S,MISSING_CONTROL_SURFACE,execution/PKG-16_Model Operation and Agent Proposal Framework/1_Working/DEL-16-04_Agent rationale and professional-boundary controls,execution/PKG-16_Model Operation and Agent Proposal Framework/1_Working/DEL-16-04_Agent rationale and professional-boundary controls/_CONTEXT.md,execution/PKG-16_Model Operation and Agent Proposal Framework/1_Working/DEL-16-04_Agent rationale and professional-boundary controls/_DEPENDENCIES.md,FALSE,FALSE,FALSE,FALSE,docs/_Registers/Deliverables.csv,REV05_NODE_ADDED_ABSENT_FROM_DAG001; CONTROL_SURFACE_MISSING_PROPOSED_PATH_ONLY
